stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
BET1STH1,,"Sainte-Honorine",,50.542898,2.638918,,,0,
BET1STHO,,"Quatre Faces",,50.540085,2.638230,,,0,
BET1SULL,,"Sully",,50.531219,2.627142,,,0,
BET1TOLA,,"Ferme du Roy",,50.536197,2.648145,,,0,
BET1UNI2,,"Université d'Artois",,50.516012,2.659727,,,0,
BET1VARS,,"Varsovie",,50.520492,2.628476,,,0,
BET1VOLT,,"Voltaire",,50.527187,2.634927,,,0,
BET2BASL,,"Rue Basly",,50.542188,2.632302,,,0,
BET2BLAR,,"Béthune Lycée Blaringhem",,50.530432,2.644858,,,0,
BET2CESP,,"Centre Sportif Lagrange",,50.532161,2.634706,,,0,
BET2CIMN,,"Béthune Cimetière Nord",,50.536439,2.642544,,,0,
BET2CIVE,,"Cité Verquin",,50.518053,2.643980,,,0,
BET2CLI2,,"Béthune Collège Saint-Vaast",,50.533873,2.642529,,,0,
BET2COPE,,"Copernic",,50.517174,2.647450,,,0,
BET2CORB,,"Rue des Bruyères",,50.523043,2.657394,,,0,
BET2COVE,,"Béthune Collège Verlaine",,50.516782,2.631743,,,0,
BET2DEGA,,"Place de Gaulle",,50.535742,2.641414,,,0,
BET2FIRE,,"Washington",,50.540063,2.650765,,,0,
BET2FOCH,,"Place Foch",,50.530667,2.633121,,,0,
BET2GARC,,"Béthune Gare Avenue de Lens",,50.521908,2.641682,,,0,
BET2GARE,,"Béthune Gare - Poincaré",,50.522255,2.640322,,,0,
BET2GAUT,,"Gauthier",,50.527443,2.645220,,,0,
BET2GEND,,"Béthune Gendarmerie",,50.536138,2.637221,,,0,
BET2GMOU,,"Gros Moulin",,50.519028,2.621360,,,0,
BET2HDPO,,"Hôtel des Postes",,50.532082,2.641293,,,0,
BET2JOFF,,"Joffre",,50.532344,2.641352,,,0,
BET2JUIN,,"Juin",,50.523589,2.636726,,,0,
BET2LAMA,,"Lamartine",,50.534285,2.639223,,,0,
BET2LEGI,,"Legillon",,50.524730,2.640332,,,0,
BET2LIBE,,"Béthune Liberté",,50.511790,2.649436,,,0,
BET2LINC,,"Abraham Lincoln",,50.540082,2.653993,,,0,
BET2LOND,,"Londres",,50.516273,2.627070,,,0,
BET2LROT,,"Béthune La Rotonde",,50.521422,2.630123,,,0,
BET2LYCE,,"Béthune Lycées",,50.520943,2.654080,,,0,
BET2MAIN,,"Résidence Chambord",,50.533469,2.635460,,,0,
BET2MAN2,,"Mannessier",,50.521933,2.655474,,,0,
BET2MANE,,"Popieluszko",,50.514633,2.648222,,,0,
BET2MARN,,"Paul Marcel",,50.512909,2.642512,,,0,
BET2MFRA,,"Mendès France",,50.519168,2.638723,,,0,
BET2MICH,,"Michelet",,50.522829,2.646556,,,0,
BET2MLIE,,"Mont-Liébaut",,50.518213,2.627781,,,0,
BET2PASS,,"Passerelle",,50.520055,2.637591,,,0,
BET2PDDA,,"Pont des Dames",,50.537431,2.634397,,,0,
BET2PDPA,,"Place de Paris",,50.516001,2.638526,,,0,
BET2PDPE,,"Parc du Perroy",,50.525304,2.650630,,,0,
BET2PDPI,,"Pont de Pierre",,50.538073,2.645862,,,0,
BET2PFLU,,"Port Fluvial",,50.536833,2.663940,,,0,
BET2PHIL,,"Kennedy",,50.538153,2.650510,,,0,
BET2POLY,,"Béthune Clinique",,50.539756,2.628740,,,0,
BET2POST,,"Luxembourg",,50.518724,2.630070,,,0,
BET2PRIE,,"Prieuré",,50.514237,2.626692,,,0,
BET2QDBR,,"Quai de Bruay",,50.541838,2.635806,,,0,
BET2RDAN,,"Clinique Anne d'Artois",,50.538602,2.630472,,,0,
BET2RDRO,,"Rue des Roses",,50.510379,2.649054,,,0,
BET2ROU2,,"Rousseau",,50.524910,2.633841,,,0,
BET2SACO,,"Sacré Coeur",,50.522651,2.627262,,,0,
BET2SAD1,,"Béthune Allobus",,50.529516,2.642211,,,0,
BET2STCH,,"Saint-Christophe",,50.514397,2.641079,,,0,
BET2STHO,,"Quatre Faces",,50.539993,2.638314,,,0,
BET2SULL,,"Sully",,50.531228,2.627339,,,0,
BET2TOLA,,"Ferme du Roy",,50.536199,2.648558,,,0,
BET2UNI2,,"Université d'Artois",,50.516123,2.659698,,,0,
BET2VARS,,"Varsovie",,50.520528,2.628337,,,0,
BEU1BALL,,"Grand Ballon",,50.514997,2.681473,,,0,
BEU1BH02,,"Place des Frères Robert",,50.517277,2.680614,,,0,
BEU1BH04,,"Delbecque",,50.518249,2.676900,,,0,
BEU1CALV,,"Beuvry Calvaire",,50.519459,2.678110,,,0,
BEU1CDQA,,"Collège Debeyre - Quai A",,50.518318,2.665042,,,0,
BEU1CDQB,,"Collège Debeyre - Quai B",,50.518210,2.665246,,,0,
BEU1CDQC,,"Collège Debeyre - Quai C",,50.518110,2.665477,,,0,
BEU1CDQD,,"Collège Debeyre - Quai D",,50.518458,2.665184,,,0,
BEU1CDQE,,"Collège Debeyre - Quai E",,50.518382,2.665403,,,0,
BEU1CDQF,,"Collège Debeyre - Quai F",,50.518264,2.665595,,,0,
BEU1CDQG,,"Collège Debeyre - Quai G",,50.518137,2.665718,,,0,
BEU1CENT,,"Ampère",,50.510789,2.683527,,,0,
BEU1CHAP,,"Chapelle",,50.539915,2.706576,,,0,
BEU1CHOT,,"Chambres d'Hôtes",,50.551726,2.686471,,,0,
BEU1DISP,,"Gosselin",,50.518016,2.684956,,,0,
BEU1EPLA,,"Eplaines",,50.524996,2.700372,,,0,
BEU1GARE,,"Beuvry Gare SNCF",,50.535267,2.692165,,,0,
BEU1GORR,,"Gorre",,50.539463,2.695747,,,0,
BEU1HLEF,,"Lefebvre",,50.525659,2.685374,,,0,
BEU1HOP2,,"Beuvry Hôpital Quai B",,50.516216,2.668028,,,0,
BEU1HOPI,,"Beuvry Hôpital Quai D",,50.516443,2.669064,,,0,
BEU1JBAI,,"Bailleul",,50.537966,2.691978,,,0,
BEU1JPRE,,"Ecole Prévert",,50.517964,2.675705,,,0,
BEU1LFAC,,"Les Facons",,50.557763,2.693061,,,0,
BEU1LHAM,,"Le Hamel",,50.553437,2.684117,,,0,
BEU1LYCE,,"Beuvry Lycée Yourcenar",,50.520433,2.665243,,,0,
BEU1MAIR,,"Beuvry Mairie",,50.522296,2.681706,,,0,
BEU1MONT,,"Montgolfier",,50.517240,2.687567,,,0,
BEU1PASS,,"Rue de la Passerelle",,50.532037,2.700958,,,0,
BEU1PAST,,"Beuvry Pasteur",,50.518397,2.680602,,,0,
BEU1PDOM,,"Pont Dominique",,50.523547,2.696414,,,0,
BEU1PEPI,,"Pépinière",,50.524604,2.690462,,,0,
BEU1PISC,,"Parc de la Loisne",,50.521767,2.684588,,,0,
BEU1PREO,,"Préolan",,50.527352,2.704569,,,0,
BEU1QUIN,,"Quinty",,50.521630,2.666025,,,0,
BEU1RDLI,,"Route de Lille",,50.515831,2.683094,,,0,
BEU1SAD1,,"Beuvry Allobus",,50.555344,2.687834,,,0,
BEU1SQMA,,"Square Martyrs",,50.533467,2.687287,,,0,
BEU1STAD,,"Beuvry Stade",,50.529776,2.685417,,,0,
BEU1TEUG,,"Teugneville",,50.514491,2.690686,,,0,
BEU2BALL,,"Grand Ballon",,50.514702,2.681712,,,0,
BEU2BH02,,"Place des Frères Robert",,50.517504,2.681068,,,0,
BEU2BH04,,"Delbecque",,50.518515,2.676669,,,0,
BEU2CAL2,,"Beuvry Calvaire",,50.519485,2.677997,,,0,
BEU2CENT,,"Ampère",,50.510096,2.684225,,,0,
BEU2CHAP,,"Chapelle",,50.539860,2.706998,,,0,
BEU2CHOT,,"Chambres d'Hôtes",,50.551459,2.685596,,,0,
BEU2DISP,,"Gosselin",,50.518106,2.685012,,,0,
BEU2EPLA,,"Eplaines",,50.524844,2.700163,,,0,
BEU2GORR,,"Gorre",,50.539520,2.695714,,,0,
BEU2HLEF,,"Lefebvre",,50.525560,2.685233,,,0,
BEU2HOP2,,"Beuvry Hôpital Quai A",,50.516296,2.667891,,,0,
BEU2HOPI,,"Beuvry Hôpital Quai C",,50.516501,2.669039,,,0,
BEU2JBAI,,"Bailleul",,50.537965,2.692442,,,0,
BEU2JPRE,,"Ecole Prévert",,50.517997,2.675608,,,0,
BEU2LFAC,,"Les Facons",,50.557780,2.693329,,,0,
BEU2LHAM,,"Le Hamel",,50.554259,2.685489,,,0,
BEU2MAIR,,"Beuvry Mairie",,50.522788,2.682090,,,0,
BEU2MONT,,"Montgolfier",,50.517130,2.687622,,,0,
BEU2PASS,,"Rue de la Passerelle",,50.531884,2.701267,,,0,
BEU2PAST,,"Beuvry Pasteur",,50.518413,2.680765,,,0,
BEU2PDOM,,"Pont Dominique",,50.523535,2.696252,,,0,
BEU2PEPI,,"Pépinière",,50.524666,2.690603,,,0,
BEU2PISC,,"Parc de la Loisne",,50.521462,2.684571,,,0,
BEU2PREO,,"Préolan",,50.528646,2.704030,,,0,
BEU2QUIN,,"Quinty",,50.522002,2.664480,,,0,
BEU2RDLI,,"Route de Lille",,50.515975,2.682445,,,0,
BEU2SAD1,,"Beuvry Allobus",,50.555349,2.687578,,,0,
BEU2SQMA,,"Square Martyrs",,50.533835,2.687219,,,0,
BEU2STA2,,"Beuvry Stade",,50.529864,2.685411,,,0,
BEU2TEUG,,"Teugneville",,50.514551,2.690955,,,0,
BIB111NO,,"Onze Novembre",,50.523840,2.878642,,,0,
BIB1CDVI,,"Cœur de Ville",,50.523155,2.868786,,,0,
BIB1CHAP,,"Chapelle",,50.523324,2.873843,,,0,
BIB1CIBO,,"Cité Boulanger",,50.512614,2.856416,,,0,
BIB1ECMA,,"Billy-Berclau Ecole Maternelle",,50.518385,2.866439,,,0,
BIB1EGLI,,"Billy-Berclau Eglise",,50.519475,2.868097,,,0,
BIB1FOS5,,"Fosse 5",,50.510508,2.849332,,,0,
BIB1MAIR,,"Billy-Berclau Mairie",,50.521583,2.871371,,,0,
BIB1PAST,,"Billy-Berclau Pasteur",,50.515693,2.861445,,,0,
BIB211NO,,"Onze Novembre",,50.523795,2.878803,,,0,
BIB2CHAP,,"Chapelle",,50.523856,2.875343,,,0,
BIB2CIBO,,"Cité Boulanger",,50.512534,2.856545,,,0,
BIB2ECMA,,"Billy-Berclau Ecole Maternelle",,50.518161,2.866181,,,0,
BIB2EGLI,,"Billy-Berclau Eglise",,50.519257,2.867954,,,0,
BIB2FOS5,,"Fosse 5",,50.510349,2.848796,,,0,
BIB2MAIR,,"Billy-Berclau Mairie",,50.521594,2.871533,,,0,
BIB2PAST,,"Billy-Berclau Pasteur",,50.515508,2.861371,,,0,
BIL1CAMU,,"Rue Oussekine",,50.421815,2.908986,,,0,
BIL1CCOM,,"Leclerc",,50.419906,2.910637,,,0,
BIL1CIME,,"Billy-Montigny Cimetière",,50.415549,2.918036,,,0,
BIL1CIPI,,"Pierrard",,50.412657,2.887416,,,0,
BIL1EPIN,,"Epinette",,50.412733,2.921253,,,0,
BIL1GARE,,"Billy-Montigny Gare SNCF",,50.415690,2.912148,,,0,
BIL1HDEQ,,"Diderot",,50.411612,2.911568,,,0,
BIL1MAIR,,"Billy-Montigny Mairie",,50.417866,2.912347,,,0,
BIL1PAUR,,"Léon Delfosse",,50.419901,2.903910,,,0,
BIL1RLAN,,"Langevin",,50.412607,2.901921,,,0,
BIL1SALE,,"Salengro",,50.419849,2.916970,,,0,
BIL1SLAN,,"Fosse 10",,50.412398,2.907813,,,0,
BIL1ZALC,,"Le Corbusier",,50.412740,2.894281,,,0,
BIL2CAMU,,"Rue Oussekine",,50.421776,2.909095,,,0,
BIL2CCOM,,"Leclerc",,50.419838,2.911032,,,0,
BIL2CIPI,,"Pierrard",,50.412599,2.887310,,,0,
BIL2EPIN,,"Epinette",,50.412723,2.921137,,,0,
BIL2HDEQ,,"Diderot",,50.411741,2.911535,,,0,
BIL2MAIR,,"Billy-Montigny Mairie",,50.417477,2.912084,,,0,
BIL2PAUR,,"Léon Delfosse",,50.419785,2.903824,,,0,
BIL2RLAN,,"Langevin",,50.412544,2.901833,,,0,
BIL2SALE,,"Salengro",,50.419764,2.916057,,,0,
BIL2SLAN,,"Fosse 10",,50.412390,2.908055,,,0,
BIL2ZALC,,"Le Corbusier",,50.412717,2.894384,,,0,
BOI14CHE,,"Izel",,50.387190,2.916481,,,0,
BOI1CALV,,"Calvaire",,50.379362,2.910897,,,0,
BOI1DIOD,,"Bois-Bernard Mairie",,50.384252,2.911868,,,0,
BOI1EGLI,,"Bois-Bernard Eglise",,50.381896,2.912710,,,0,
BOI1POLY,,"Bois-Bernard Polyclinique",,50.376636,2.910117,,,0,
BOI1RACH,,"Route d'Acheville",,50.381804,2.907269,,,0,
BOI1SAD1,,"Bois Bernard Allobus",,50.384318,2.911691,,,0,
BOI24CHE,,"Izel",,50.387048,2.916073,,,0,
BOI2CALV,,"Calvaire",,50.379259,2.910768,,,0,
BOI2DIOD,,"Bois-Bernard Mairie",,50.384213,2.911454,,,0,
BOI2EGLI,,"Bois-Bernard Eglise",,50.381913,2.912608,,,0,
BOI2RACH,,"Route d'Acheville",,50.381831,2.907200,,,0,
BOI2SAD1,,"Bois Bernard Allobus",,50.384364,2.912043,,,0,
BOI3DIOD,,"Bois-Bernard Mairie",,50.384014,2.911752,,,0,
BOU1BOUV,,"Bouvigny Mairie",,50.421395,2.670891,,,0,
BOU1BOYE,,"Lucheux",,50.431820,2.673107,,,0,
BOU1COSF,,"Bouvigny Collège Saint-François",,50.421392,2.668918,,,0,
BOU1MARQ,,"Marqueffles",,50.415312,2.685143,,,0,
BOU1MAYE,,"Mayeur",,50.424845,2.666103,,,0,
BOU1SAD1,,"Bouvigny-Boyeffles Allobus",,50.421398,2.673821,,,0,
BOU1SALE,,"Salengro",,50.420409,2.679450,,,0,
BOU2BOUV,,"Bouvigny Mairie",,50.421422,2.670997,,,0,
BOU2BOYE,,"Lucheux",,50.432251,2.673884,,,0,
BOU2MAYE,,"Mayeur",,50.424767,2.666906,,,0,
BOU2SAD1,,"Bouvigny-Boyeffles Allobus",,50.421373,2.674346,,,0,
BOU2SALE,,"Salengro",,50.420574,2.680527,,,0,
BRU14CHE,,"4 Chemins",,50.486360,2.558469,,,0,
BRU1ADMU,,"Alfred de Musset",,50.484684,2.567546,,,0,
BRU1ALER,,"Alfred Leroy",,50.476111,2.544241,,,0,
BRU1ALOU,,"Alouettes",,50.474273,2.544018,,,0,
BRU1AVIA,,"Aviateurs",,50.468093,2.543038,,,0,
BRU1BATN,,"Batna",,50.490170,2.524813,,,0,
BRU1BBON,,"Basly Bone",,50.491274,2.531112,,,0,
BRU1BLUM,,"Descamps",,50.483025,2.564983,,,0,
BRU1BOUL,,"Boulogne",,50.486843,2.531481,,,0,
BRU1CAMP,,"Campanules",,50.483152,2.570900,,,0,
BRU1CANA,,"Canada",,50.474014,2.548981,,,0,
BRU1CASE,,"Bruay Caisse de Secours",,50.479243,2.554768,,,0,
BRU1CCOM,,"Centre Commercial de la Lawe",,50.474060,2.536250,,,0,
BRU1CDHE,,"Côte d'Hesdigneul",,50.498600,2.582984,,,0,
BRU1CELE,,"Cité des électriciens",,50.482956,2.553949,,,0,
BRU1CHAM,,"Champagne",,50.477252,2.549473,,,0,
BRU1CHVE,,"Chemin Vert",,50.481051,2.562043,,,0,
BRU1CIME,,"Bruay Cimetière",,50.486793,2.524749,,,0,
BRU1CLIN,,"Bruay Clinique",,50.477536,2.552111,,,0,
BRU1CORO,,"Bruay Collège Rostand",,50.486285,2.555544,,,0,
BRU1CURI,,"Curie",,50.470065,2.539874,,,0,
BRU1CVER,,"Cap Vert",,50.472676,2.555648,,,0,
BRU1EMMA,,"Emmaüs",,50.505711,2.568696,,,0,
BRU1EUNI,,"Etats-Unis",,50.471809,2.554206,,,0,
BRU1FLAM,,"Flament",,50.471005,2.555829,,,0,
BRU1GARA,,"Quartier de la Gare",,50.476568,2.558675,,,0,
BRU1GARC,,"Quartier de la Gare",,50.476521,2.558756,,,0,
BRU1GASC,,"Gascogne",,50.475204,2.550730,,,0,
BRU1GAVR,,"Gavroche",,50.482968,2.532160,,,0,
BRU1IMPO,,"Bruay Centre des Impôts",,50.478010,2.536646,,,0,
BRU1JDBO,,"Jambe de Bois",,50.500701,2.563121,,,0,
BRU1LEPM,,"Bruay Lycée Mendès France",,50.484789,2.533860,,,0,
BRU1LMIC,,"Louise Michel",,50.487212,2.563704,,,0,
BRU1LOU2,,"Loubet",,50.488826,2.552128,,,0,
BRU1LVOL,,"La Volville",,50.493594,2.556200,,,0,
BRU1LYCA,,"Lycée Carnot",,50.479069,2.544766,,,0,
BRU1LYT2,,"Lycée des Travaux Publics",,50.495192,2.526986,,,0,
BRU1MAIR,,"Mairie de Labuissière",,50.489339,2.567763,,,0,
BRU1MARL,,"Bruay Hôtel de Ville",,50.483189,2.547006,,,0,
BRU1MARM,,"Ernest Wery",,50.484245,2.544456,,,0,
BRU1MART,,"Martel",,50.484246,2.530568,,,0,
BRU1MJUI,,"Maréchal Juin",,50.469086,2.549959,,,0,
BRU1MLEC,,"Maréchal Leclerc",,50.480030,2.543149,,,0,
BRU1PDGU,,"Bruay Centre Commercial",,50.492928,2.569959,,,0,
BRU1PDLL,,"Parc de La Lawe",,50.475518,2.530614,,,0,
BRU1PEGO,,"Pégoud",,50.467072,2.546470,,,0,
BRU1PEU1,,"Place de l'Europe-E1",,50.480883,2.548321,,,0,
BRU1PEU2,,"Place de l'Europe-E2",,50.480966,2.549129,,,0,
BRU1PEU3,,"Place de l'Europe-E3",,50.480746,2.549089,,,0,
BRU1PEU4,,"Place de l'Europe-E4",,50.480511,2.549058,,,0,
BRU1PEU5,,"Place de l'Europe-E5",,50.480674,2.549216,,,0,
BRU1PEU6,,"Place de l'Europe-E6",,50.480900,2.549247,,,0,
BRU1PEU7,,"Place de l'Europe-E7",,50.481107,2.549287,,,0,
BRU1PISC,,"Bruay Piscine",,50.473431,2.541071,,,0,
BRU1POLO,,"Pologne",,50.491728,2.528205,,,0,
BRU1POST,,"Bruay Poste",,50.491218,2.566085,,,0,
BRU1RBL2,,"Résidence Blum",,50.471150,2.537509,,,0,
BRU1RDFL,,"Résidence Les Fleuves",,50.486304,2.564910,,,0,
BRU1RDVI,,"Viveret",,50.498099,2.561644,,,0,
BRU1REPU,,"République",,50.479332,2.540669,,,0,
BRU1RIMB,,"Paul Daguercar",,50.484419,2.527120,,,0,
BRU1RMOU,,"Résidence Moulin",,50.496323,2.558599,,,0,
BRU1RPOI,,"Bruay Porte Nord",,50.495429,2.577552,,,0,
BRU1SMAR,,"Saint-Martin",,50.482569,2.538516,,,0,
BRU1SQBA,,"Square Basly",,50.489172,2.528953,,,0,
BRU1SQHE,,"Square Hemery",,50.477855,2.558629,,,0,
BRU1VELO,,"Bruay Vélodrome",,50.489278,2.562096,,,0,
BRU1VERD,,"Rue de Verdun",,50.485692,2.563073,,,0,
BRU1VHU2,,"Victor Hugo",,50.483514,2.536331,,,0,
BRU1ZI__,,"Z.A.L 3",,50.483045,2.522684,,,0,
BRU24CHE,,"4 Chemins",,50.486255,2.558500,,,0,
BRU2ADMU,,"Alfred de Musset",,50.484531,2.567531,,,0,
BRU2ALER,,"Alfred Leroy",,50.476211,2.544140,,,0,
BRU2ALOU,,"Alouettes",,50.474247,2.543893,,,0,
BRU2AVIA,,"Aviateurs",,50.468100,2.543124,,,0,
BRU2BATN,,"Batna",,50.490157,2.524742,,,0,
BRU2BBON,,"Basly Bone",,50.491210,2.531111,,,0,
BRU2BLUM,,"Descamps",,50.482975,2.565063,,,0,
BRU2BOUL,,"Boulogne",,50.486819,2.531373,,,0,
BRU2CAMP,,"Campanules",,50.483216,2.570492,,,0,
BRU2CANA,,"Canada",,50.474013,2.549291,,,0,
BRU2CASE,,"Bruay Caisse de Secours",,50.478900,2.554331,,,0,
BRU2CCOM,,"Centre Commercial de la Lawe",,50.474246,2.536454,,,0,
BRU2CDHE,,"Côte d'Hesdigneul",,50.498542,2.582801,,,0,
BRU2CELE,,"Cité des électriciens",,50.482951,2.554201,,,0,
BRU2CHAM,,"Champagne",,50.477071,2.549574,,,0,
BRU2CHVE,,"Chemin Vert",,50.481088,2.561891,,,0,
BRU2CIME,,"Bruay Cimetière",,50.486753,2.525063,,,0,
BRU2CLIN,,"Bruay Clinique",,50.477588,2.552160,,,0,
BRU2CURI,,"Curie",,50.470142,2.539886,,,0,
BRU2CVER,,"Cap Vert",,50.472827,2.555968,,,0,
BRU2EMMA,,"Emmaüs",,50.505753,2.569043,,,0,
BRU2EUNI,,"Etats-Unis",,50.471802,2.554096,,,0,
BRU2FLAM,,"Flament",,50.470964,2.555723,,,0,
BRU2GASC,,"Gascogne",,50.475155,2.550749,,,0,
BRU2GAVR,,"Gavroche",,50.483179,2.531956,,,0,
BRU2HDVI,,"Bruay Hôtel de Ville",,50.482817,2.548130,,,0,
BRU2IMPO,,"Bruay Centre des Impôts",,50.478047,2.536590,,,0,
BRU2JDBO,,"Jambe de Bois",,50.500717,2.563308,,,0,
BRU2LEPM,,"Bruay Lycée Mendès France",,50.484769,2.533713,,,0,
BRU2LMIC,,"Louise Michel",,50.487114,2.563409,,,0,
BRU2LOU2,,"Loubet",,50.487272,2.553587,,,0,
BRU2LVOL,,"La Volville",,50.493511,2.556107,,,0,
BRU2LYCA,,"Lycée Carnot",,50.479007,2.544787,,,0,
BRU2LYT2,,"Lycée des Travaux Publics",,50.495234,2.527092,,,0,
BRU2MAIR,,"Mairie de Labuissière",,50.489010,2.568293,,,0,
BRU2MARM,,"Ernest Wery",,50.484286,2.544443,,,0,
BRU2MART,,"Martel",,50.484246,2.530481,,,0,
BRU2MJUI,,"Maréchal Juin",,50.469184,2.550266,,,0,
BRU2MLEC,,"Maréchal Leclerc",,50.480068,2.543078,,,0,
BRU2PDGU,,"Bruay Centre Commercial",,50.492964,2.569810,,,0,
BRU2PDLL,,"Parc de La Lawe",,50.475452,2.530696,,,0,
BRU2PEGO,,"Pégoud",,50.467137,2.546450,,,0,
BRU2PISC,,"Bruay Piscine",,50.473146,2.541631,,,0,
BRU2POLO,,"Pologne",,50.491637,2.526967,,,0,
BRU2POST,,"Bruay Poste",,50.491237,2.565902,,,0,
BRU2RBL2,,"Résidence Blum",,50.471306,2.537147,,,0,
BRU2RDFL,,"Résidence Les Fleuves",,50.486375,2.564966,,,0,
BRU2RDVI,,"Viveret",,50.498054,2.561376,,,0,
BRU2REPU,,"République",,50.479285,2.540722,,,0,
BRU2RIMB,,"Paul Daguercar",,50.484381,2.527131,,,0,
BRU2RMOU,,"Résidence Moulin",,50.496541,2.558767,,,0,
BRU2RPOI,,"Bruay Porte Nord",,50.495388,2.576360,,,0,
BRU2SMAR,,"Saint-Martin",,50.482680,2.538584,,,0,
BRU2SQBA,,"Square Basly",,50.489002,2.529017,,,0,
BRU2SQHE,,"Square Hemery",,50.477820,2.558513,,,0,
BRU2VELO,,"Bruay Vélodrome",,50.489350,2.561951,,,0,
BRU2VERD,,"Rue de Verdun",,50.485609,2.563093,,,0,
BRU2VHU2,,"Victor Hugo",,50.483615,2.536338,,,0,
BRU2ZI__,,"Z.A.L 3",,50.483193,2.523148,,,0,
BUL1ALS2,,"Alsace",,50.443014,2.734297,,,0,
BUL1BREB,,"Cité des Brebis",,50.456829,2.721129,,,0,
BUL1CIME,,"Bully Cimetière",,50.445887,2.716689,,,0,
BUL1CLIN,,"Lamendin",,50.460662,2.717616,,,0,
BUL1COJV,,"Bully Collège Anita Conti",,50.436840,2.726618,,,0,
BUL1COMM,,"Sagnol",,50.438712,2.718813,,,0,
BUL1DEGA,,"De Gaulle",,50.438912,2.721426,,,0,
BUL1GAR2,,"Bully-Grenay Gare SNCF",,50.448086,2.734275,,,0,
BUL1JAUR,,"Jaurès",,50.437058,2.717998,,,0,
BUL1LALO,,"Cité des Alouettes",,50.438246,2.735696,,,0,
BUL1LORR,,"Lorraine",,50.440054,2.731383,,,0,
BUL1LYL2,,"Bully Lycée Lagrange",,50.437555,2.712749,,,0,
BUL1MARC,,"Fernand Marche",,50.445189,2.713022,,,0,
BUL1MINO,,"Z.A.L Minopole",,50.448964,2.719318,,,0,
BUL1OFFE,,"Offenbach",,50.439082,2.729423,,,0,
BUL1POST,,"Bully Poste",,50.445485,2.726627,,,0,
BUL1PVHU,,"Hugo",,50.445826,2.721709,,,0,
BUL1RLEC,,"Casimir Beugnet",,50.454030,2.720882,,,0,
BUL1SAGN,,"Colibris",,50.442196,2.711912,,,0,
BUL1SCHW,,"Schweitzer",,50.449153,2.712522,,,0,
BUL1SSMI,,"Bully Mairie",,50.441336,2.720420,,,0,
BUL2ALS2,,"Alsace",,50.442872,2.734200,,,0,
BUL2BREB,,"Cité des Brebis",,50.456783,2.721241,,,0,
BUL2CIME,,"Bully Cimetière",,50.445922,2.717125,,,0,
BUL2CLIN,,"Lamendin",,50.460905,2.717379,,,0,
BUL2COMM,,"Sagnol",,50.439106,2.718942,,,0,
BUL2DEGA,,"De Gaulle",,50.438882,2.721841,,,0,
BUL2GARE,,"Bully-Grenay Gare SNCF",,50.447974,2.734381,,,0,
BUL2JAUR,,"Jaurès",,50.437263,2.717957,,,0,
BUL2LALO,,"Cité des Alouettes",,50.438327,2.735612,,,0,
BUL2LORR,,"Lorraine",,50.439981,2.731664,,,0,
BUL2MARC,,"Fernand Marche",,50.445166,2.713068,,,0,
BUL2MINO,,"Z.A.L Minopole",,50.449046,2.719467,,,0,
BUL2OFFE,,"Offenbach",,50.439029,2.729197,,,0,
BUL2POST,,"Bully Poste",,50.445377,2.726559,,,0,
BUL2RLEC,,"Casimir Beugnet",,50.453886,2.721036,,,0,
BUL2SAGN,,"Colibris",,50.442287,2.711840,,,0,
BUL2SCHW,,"Schweitzer",,50.449034,2.712253,,,0,
BUL2SSMI,,"Bully Mairie",,50.441390,2.720350,,,0,
BUR1CHEA,,"Château d'eau",,50.525142,2.456949,,,0,
BUR1FAUB,,"Faubourg",,50.521659,2.456857,,,0,
BUR2CHEA,,"Château d'eau",,50.525247,2.456572,,,0,
BUR2FAUB,,"Faubourg",,50.522064,2.456537,,,0,
CAC1CDFA,,"Chemin du Fay",,50.479353,2.453913,,,0,
CAC1GARE,,"Camblain Gare SNCF",,50.480341,2.431250,,,0,
CAC1LCAL,,"Le Calvaire",,50.481455,2.468549,,,0,
CAC1LPLA,,"Camblain-Châtelain Mairie",,50.483582,2.464647,,,0,
CAC1LVER,,"La Verrerie",,50.482054,2.471426,,,0,
CAC1PAST,,"Rue Pasteur",,50.480350,2.461663,,,0,
CAC2CDFA,,"Chemin du Fay",,50.479466,2.453672,,,0,
CAC2LCAL,,"Le Calvaire",,50.481532,2.468531,,,0,
CAC2LVER,,"La Verrerie",,50.482150,2.471426,,,0,
CAC2PAST,,"Rue Pasteur",,50.480366,2.461375,,,0,
CAL1BELF,,"Belfort",,50.497396,2.480685,,,0,
CAL1CALO,,"Parc Calonnix",,50.494083,2.493123,,,0,
CAL1CALV,,"Delattre",,50.491354,2.485153,,,0,
CAL1CIME,,"Calonne Cimetière",,50.492424,2.487965,,,0,
CAL1DISP,,"Alsace-Lorraine",,50.496712,2.488146,,,0,
CAL1ECJV,,"Ecole Vilar",,50.486321,2.485460,,,0,
CAL1G4CH,,"Rue d'Ourton",,50.481087,2.477067,,,0,
CAL1GARE,,"Calonne Gare SNCF",,50.482950,2.480596,,,0,
CAL1HDCA,,"Hauts-de-Calonne",,50.495706,2.481955,,,0,
CAL1KATO,,"Katowice",,50.484427,2.490500,,,0,
CAL1MAIR,,"Calonne Collège Joliot Curie",,50.486501,2.483365,,,0,
CAL1MARC,,"Marconne",,50.485158,2.501414,,,0,
CAL1MARN,,"Marne",,50.493838,2.483511,,,0,
